  0.7293519     -1.4843291E-04
  0.7587038     -3.7726166E-04
  0.7880557     -7.4010622E-04
  0.8174077     -1.3163488E-03
  0.8467596     -2.1932244E-03
  0.8761114     -3.4160432E-03
  0.9054633     -4.9477401E-03
  0.9348152     -6.6829245E-03
  0.9641671     -8.5017337E-03
  0.9935189     -1.0270839E-02
   1.022871     -1.1847470E-02
   1.052223     -1.3123064E-02
   1.081575     -1.4054801E-02
   1.110927     -1.4683717E-02
   1.140278     -1.5096369E-02
   1.169630     -1.5373941E-02
   1.198982     -1.5572619E-02
   1.228334     -1.5725972E-02
   1.257686     -1.5854577E-02
   1.287038     -1.5970577E-02
   1.316390     -1.6081568E-02
   1.345742     -1.6193768E-02
   1.375094     -1.6311878E-02
   1.404446     -1.6440101E-02
   1.433798     -1.6582277E-02
   1.463150     -1.6742373E-02
   1.492501     -1.6925279E-02
   1.521853     -1.7136764E-02
   1.551205     -1.7383317E-02
   1.580557     -1.7673926E-02
   1.609909     -1.8020978E-02
   1.639261     -1.8440779E-02
   1.668613     -1.8956421E-02
   1.697965     -1.9600768E-02
   1.727317     -2.0421989E-02
   1.756669     -2.1492517E-02
   1.786021     -2.2923816E-02
   1.815372     -2.4894413E-02
   1.844724     -2.7699145E-02
   1.874076     -3.1837232E-02
   1.903427     -3.8175553E-02
   1.932778     -4.8187427E-02
   1.962126     -6.4123832E-02
   1.991468     -8.8648632E-02
   2.020802     -0.1234669    
   2.050124     -0.1679251    
   2.079436     -0.2191363    
   2.108744     -0.2732224    
   2.138054     -0.3261594    
   2.167371     -0.3739642    
   2.196698     -0.4131989    
   2.226034     -0.4421646    
   2.255377     -0.4616444    
   2.284722     -0.4740519    
   2.314068     -0.4818792    
   2.343415     -0.4869224    
   2.372762     -0.4902866    
   2.402109     -0.4926144    
   2.431457     -0.4942830    
   2.460804     -0.4955184    
   2.490151     -0.4964604    
   2.519498     -0.4971988    
   2.548845     -0.4977943    
   2.578192     -0.4982894    
   2.607539     -0.4987160    
   2.636886     -0.4991011    
   2.666234     -0.4994720    
   2.695581     -0.4998620    
   2.724928     -0.5003177    
   2.754275     -0.5009056    
   2.783622     -0.5017113    
   2.812969     -0.5028115    
   2.842316     -0.5042281    
   2.871664     -0.5059177    
   2.901011     -0.5077724    
   2.930358     -0.5096530    
   2.959705     -0.5114281    
   2.989052     -0.5129765    
   3.018399     -0.5142125    
   3.047746     -0.5151197    
   3.077094     -0.5157498    
   3.106441     -0.5161831    
   3.135788     -0.5164899    
   3.165135     -0.5167070    
   3.194482     -0.5168691    
   3.223829     -0.5170112    
   3.253176     -0.5171454    
   3.282524     -0.5172799    
   3.311871     -0.5174211    
   3.341218     -0.5175746    
   3.370565     -0.5177451    
   3.399912     -0.5179381    
   3.429259     -0.5181599    
   3.458606     -0.5184182    
   3.487953     -0.5187228    
   3.517301     -0.5190871    
   3.546648     -0.5195291    
   3.575995     -0.5200745    
   3.605342     -0.5207598    
   3.634689     -0.5216392    
   3.664036     -0.5227951    
   3.693383     -0.5243560    
   3.722731     -0.5265309    
   3.752078     -0.5296689    
   3.781425     -0.5343621    
   3.810772     -0.5416129    
   3.840119     -0.5530334    
   3.869467     -0.5708535    
   3.898814     -0.5973545    
   3.928161     -0.6336525    
   3.957508     -0.6787472    
   3.986855     -0.7297735    
   4.016202     -0.7829658    
   4.045549     -0.8343656    
   4.074896     -0.8801724    
   4.104244     -0.9173776    
   4.133592     -0.9447621    
   4.162940     -0.9632704    
   4.192288     -0.9751504    
   4.221637     -0.9826825    
   4.250985     -0.9875400    
   4.280334     -0.9907761    
   4.309682     -0.9930106    
   4.339030     -0.9946071    
   4.368379     -0.9957841    
   4.397727     -0.9966753    
   4.427076     -0.9973660    
   4.456424     -0.9979123    
   4.485773     -0.9983520    
   4.515121     -0.9987235    
   4.544469     -0.9990464    
   4.573818     -0.9993231    
   4.603166     -0.9995638    
   4.632514     -0.9997770    
   4.661863     -0.9999685    
   4.691211      -1.000143    
   4.720560      -1.000304    
   4.749908      -1.000457    
   4.779256      -1.000603    
   4.808605      -1.000745    
   4.837954      -1.000887    
   4.867302      -1.001031    
   4.896650      -1.001180    
   4.925999      -1.001337    
   4.955347      -1.001505    
   4.984695      -1.001687    
   5.014044      -1.001886    
   5.043392      -1.002104    
   5.072741      -1.002335    
   5.102089      -1.002588    
   5.131437      -1.002890    
   5.160786      -1.003255    
   5.190135      -1.003699    
   5.219483      -1.004250    
   5.248831      -1.004944    
   5.278180      -1.005837    
   5.307528      -1.007011    
   5.336876      -1.008597    
   5.366225      -1.010805    
   5.395573      -1.013985    
   5.424921      -1.018736    
   5.454269      -1.026081    
   5.483616      -1.037711    
   5.512960      -1.056057    
   5.542299      -1.083628    
   5.571628      -1.121506    
   5.600947      -1.168309    
   5.630259      -1.220767    
   5.659568      -1.274925    
   5.688880      -1.326742    
   5.718202      -1.372305    
   5.747534      -1.408529    
   5.776876      -1.434411    
   5.806223      -1.451386    
   5.835574      -1.462074    
   5.864925      -1.468826    
   5.894277      -1.473213    
   5.923628      -1.476168    
   5.952980      -1.478234    
   5.982332      -1.479727    
   6.011683      -1.480838    
   6.041035      -1.481686    
   6.070387      -1.482349    
   6.099739      -1.482877    
   6.129091      -1.483306    
   6.158442      -1.483659    
   6.187795      -1.483954    
   6.217146      -1.484204    
   6.246498      -1.484420    
   6.275850      -1.484608    
   6.305202      -1.484775    
   6.334554      -1.484925    
   6.363905      -1.485064    
   6.393257      -1.485195    
   6.422609      -1.485325    
   6.451961      -1.485457    
   6.481313      -1.485601    
   6.510664      -1.485770    
   6.540017      -1.485982    
   6.569368      -1.486271    
   6.598720      -1.486693    
   6.628072      -1.487325    
   6.657424      -1.488253    
   6.686776      -1.489516    
   6.716127      -1.491066    
   6.745479      -1.492798    
   6.774831      -1.494598    
   6.804183      -1.496333    
   6.833535      -1.497872    
   6.862886      -1.499109    
   6.892238      -1.500003    
   6.921590      -1.500595    
   6.950942      -1.500970    
   6.980294      -1.501207    
   7.009645      -1.501360    
   7.038997      -1.501463    
   7.068349      -1.501534    
   7.097701      -1.501586    
   7.127053      -1.501624    
   7.156405      -1.501653    
   7.185757      -1.501675    
   7.215109      -1.501693    
   7.244463      -1.501708    
   7.273819      -1.501719    
   7.303182      -1.501729    
   7.332552      -1.501737    
   7.361933      -1.501744    
   7.391325      -1.501750    
   7.420728      -1.501755    
   7.450143      -1.501759    
   7.479570      -1.501763    
   7.509007      -1.501766    
   7.538455      -1.501769    
   7.567912      -1.501771    
   7.597378      -1.501773    
   7.626852      -1.501775    
   7.656330      -1.501777    
   7.685811      -1.501779    
   7.715292      -1.501780    
   7.744775      -1.501782    
   7.774257      -1.501783    
   7.803739      -1.501784    
   7.833221      -1.501785    
   7.862704      -1.501785    
   7.892186      -1.501785    
   7.921668      -1.501785    
   7.951150      -1.501785    
   7.980633      -1.501785    
   8.010115      -1.501785    
   8.039598      -1.501785    
   8.069079      -1.501785    
   8.098562      -1.501785    
   8.128044      -1.501785    
   8.157527      -1.501785    
   8.187009      -1.501785    
   8.216491      -1.501785    
   8.245974      -1.501785    
   8.275455      -1.501785    
   8.304938      -1.501785    
   8.334420      -1.501785    
